2025/11/28 19:20:20 [error] 14609#14609: *1 connect() failed (111: Connection refused) while connecting to upstream, client: 127.0.0.1, server: _, request: "HEAD / HTTP/1.1", upstream: "http://127.0.0.1:3000/", host: "localhost"
2025/11/29 07:25:56 [error] 112950#112950: *887 connect() failed (111: Connection refused) while connecting to upstream, client: 192.168.0.16, server: _, request: "GET /api/realtime/conversations HTTP/1.1", upstream: "http://127.0.0.1:8000/api/realtime/conversations", host: "192.168.0.25", referrer: "https://192.168.0.25/mobile-voice/9b0e42dc-686b-4d5e-b4d4-0b83691ae14c"
2025/11/29 07:26:06 [error] 112950#112950: *887 connect() failed (111: Connection refused) while connecting to upstream, client: 192.168.0.16, server: _, request: "GET /api/realtime/conversations HTTP/1.1", upstream: "http://127.0.0.1:8000/api/realtime/conversations", host: "192.168.0.25", referrer: "https://192.168.0.25/mobile-voice/9b0e42dc-686b-4d5e-b4d4-0b83691ae14c"
2025/11/29 07:26:16 [error] 112950#112950: *887 connect() failed (111: Connection refused) while connecting to upstream, client: 192.168.0.16, server: _, request: "GET /api/realtime/conversations HTTP/1.1", upstream: "http://127.0.0.1:8000/api/realtime/conversations", host: "192.168.0.25", referrer: "https://192.168.0.25/mobile-voice/9b0e42dc-686b-4d5e-b4d4-0b83691ae14c"
2025/11/29 07:26:26 [error] 112950#112950: *887 connect() failed (111: Connection refused) while connecting to upstream, client: 192.168.0.16, server: _, request: "GET /api/realtime/conversations HTTP/1.1", upstream: "http://127.0.0.1:8000/api/realtime/conversations", host: "192.168.0.25", referrer: "https://192.168.0.25/mobile-voice/9b0e42dc-686b-4d5e-b4d4-0b83691ae14c"
2025/11/29 07:26:36 [error] 112950#112950: *887 connect() failed (111: Connection refused) while connecting to upstream, client: 192.168.0.16, server: _, request: "GET /api/realtime/conversations HTTP/1.1", upstream: "http://127.0.0.1:8000/api/realtime/conversations", host: "192.168.0.25", referrer: "https://192.168.0.25/mobile-voice/9b0e42dc-686b-4d5e-b4d4-0b83691ae14c"
2025/11/29 07:26:46 [error] 112950#112950: *887 connect() failed (111: Connection refused) while connecting to upstream, client: 192.168.0.16, server: _, request: "GET /api/realtime/conversations HTTP/1.1", upstream: "http://127.0.0.1:8000/api/realtime/conversations", host: "192.168.0.25", referrer: "https://192.168.0.25/mobile-voice/9b0e42dc-686b-4d5e-b4d4-0b83691ae14c"
2025/11/29 07:26:56 [error] 112950#112950: *887 connect() failed (111: Connection refused) while connecting to upstream, client: 192.168.0.16, server: _, request: "GET /api/realtime/conversations HTTP/1.1", upstream: "http://127.0.0.1:8000/api/realtime/conversations", host: "192.168.0.25", referrer: "https://192.168.0.25/mobile-voice/9b0e42dc-686b-4d5e-b4d4-0b83691ae14c"
2025/11/29 07:27:06 [error] 112950#112950: *887 connect() failed (111: Connection refused) while connecting to upstream, client: 192.168.0.16, server: _, request: "GET /api/realtime/conversations HTTP/1.1", upstream: "http://127.0.0.1:8000/api/realtime/conversations", host: "192.168.0.25", referrer: "https://192.168.0.25/mobile-voice/9b0e42dc-686b-4d5e-b4d4-0b83691ae14c"
2025/11/29 07:27:16 [error] 112950#112950: *887 connect() failed (111: Connection refused) while connecting to upstream, client: 192.168.0.16, server: _, request: "GET /api/realtime/conversations HTTP/1.1", upstream: "http://127.0.0.1:8000/api/realtime/conversations", host: "192.168.0.25", referrer: "https://192.168.0.25/mobile-voice/9b0e42dc-686b-4d5e-b4d4-0b83691ae14c"
2025/11/29 07:27:26 [error] 112950#112950: *887 connect() failed (111: Connection refused) while connecting to upstream, client: 192.168.0.16, server: _, request: "GET /api/realtime/conversations HTTP/1.1", upstream: "http://127.0.0.1:8000/api/realtime/conversations", host: "192.168.0.25", referrer: "https://192.168.0.25/mobile-voice/9b0e42dc-686b-4d5e-b4d4-0b83691ae14c"
2025/11/29 07:27:36 [error] 112950#112950: *887 connect() failed (111: Connection refused) while connecting to upstream, client: 192.168.0.16, server: _, request: "GET /api/realtime/conversations HTTP/1.1", upstream: "http://127.0.0.1:8000/api/realtime/conversations", host: "192.168.0.25", referrer: "https://192.168.0.25/mobile-voice/9b0e42dc-686b-4d5e-b4d4-0b83691ae14c"
2025/11/29 07:27:46 [error] 112950#112950: *887 connect() failed (111: Connection refused) while connecting to upstream, client: 192.168.0.16, server: _, request: "GET /api/realtime/conversations HTTP/1.1", upstream: "http://127.0.0.1:8000/api/realtime/conversations", host: "192.168.0.25", referrer: "https://192.168.0.25/mobile-voice/9b0e42dc-686b-4d5e-b4d4-0b83691ae14c"
2025/11/29 07:27:56 [error] 112950#112950: *887 connect() failed (111: Connection refused) while connecting to upstream, client: 192.168.0.16, server: _, request: "GET /api/realtime/conversations HTTP/1.1", upstream: "http://127.0.0.1:8000/api/realtime/conversations", host: "192.168.0.25", referrer: "https://192.168.0.25/mobile-voice/9b0e42dc-686b-4d5e-b4d4-0b83691ae14c"
2025/11/29 07:28:06 [error] 112950#112950: *887 connect() failed (111: Connection refused) while connecting to upstream, client: 192.168.0.16, server: _, request: "GET /api/realtime/conversations HTTP/1.1", upstream: "http://127.0.0.1:8000/api/realtime/conversations", host: "192.168.0.25", referrer: "https://192.168.0.25/mobile-voice/9b0e42dc-686b-4d5e-b4d4-0b83691ae14c"
2025/11/29 07:28:16 [error] 112950#112950: *887 connect() failed (111: Connection refused) while connecting to upstream, client: 192.168.0.16, server: _, request: "GET /api/realtime/conversations HTTP/1.1", upstream: "http://127.0.0.1:8000/api/realtime/conversations", host: "192.168.0.25", referrer: "https://192.168.0.25/mobile-voice/9b0e42dc-686b-4d5e-b4d4-0b83691ae14c"
2025/11/29 07:28:26 [error] 112950#112950: *887 connect() failed (111: Connection refused) while connecting to upstream, client: 192.168.0.16, server: _, request: "GET /api/realtime/conversations HTTP/1.1", upstream: "http://127.0.0.1:8000/api/realtime/conversations", host: "192.168.0.25", referrer: "https://192.168.0.25/mobile-voice/9b0e42dc-686b-4d5e-b4d4-0b83691ae14c"
2025/11/29 07:28:36 [error] 112950#112950: *887 connect() failed (111: Connection refused) while connecting to upstream, client: 192.168.0.16, server: _, request: "GET /api/realtime/conversations HTTP/1.1", upstream: "http://127.0.0.1:8000/api/realtime/conversations", host: "192.168.0.25", referrer: "https://192.168.0.25/mobile-voice/9b0e42dc-686b-4d5e-b4d4-0b83691ae14c"
2025/11/29 07:28:46 [error] 112950#112950: *887 connect() failed (111: Connection refused) while connecting to upstream, client: 192.168.0.16, server: _, request: "GET /api/realtime/conversations HTTP/1.1", upstream: "http://127.0.0.1:8000/api/realtime/conversations", host: "192.168.0.25", referrer: "https://192.168.0.25/mobile-voice/9b0e42dc-686b-4d5e-b4d4-0b83691ae14c"
2025/11/29 07:28:56 [error] 112950#112950: *887 connect() failed (111: Connection refused) while connecting to upstream, client: 192.168.0.16, server: _, request: "GET /api/realtime/conversations HTTP/1.1", upstream: "http://127.0.0.1:8000/api/realtime/conversations", host: "192.168.0.25", referrer: "https://192.168.0.25/mobile-voice/9b0e42dc-686b-4d5e-b4d4-0b83691ae14c"
2025/11/29 07:29:06 [error] 112950#112950: *887 connect() failed (111: Connection refused) while connecting to upstream, client: 192.168.0.16, server: _, request: "GET /api/realtime/conversations HTTP/1.1", upstream: "http://127.0.0.1:8000/api/realtime/conversations", host: "192.168.0.25", referrer: "https://192.168.0.25/mobile-voice/9b0e42dc-686b-4d5e-b4d4-0b83691ae14c"
2025/11/29 07:29:16 [error] 112950#112950: *887 connect() failed (111: Connection refused) while connecting to upstream, client: 192.168.0.16, server: _, request: "GET /api/realtime/conversations HTTP/1.1", upstream: "http://127.0.0.1:8000/api/realtime/conversations", host: "192.168.0.25", referrer: "https://192.168.0.25/mobile-voice/9b0e42dc-686b-4d5e-b4d4-0b83691ae14c"
2025/11/29 07:29:26 [error] 112950#112950: *887 connect() failed (111: Connection refused) while connecting to upstream, client: 192.168.0.16, server: _, request: "GET /api/realtime/conversations HTTP/1.1", upstream: "http://127.0.0.1:8000/api/realtime/conversations", host: "192.168.0.25", referrer: "https://192.168.0.25/mobile-voice/9b0e42dc-686b-4d5e-b4d4-0b83691ae14c"
2025/11/29 07:29:36 [error] 112950#112950: *887 connect() failed (111: Connection refused) while connecting to upstream, client: 192.168.0.16, server: _, request: "GET /api/realtime/conversations HTTP/1.1", upstream: "http://127.0.0.1:8000/api/realtime/conversations", host: "192.168.0.25", referrer: "https://192.168.0.25/mobile-voice/9b0e42dc-686b-4d5e-b4d4-0b83691ae14c"
2025/11/29 07:29:46 [error] 112950#112950: *887 connect() failed (111: Connection refused) while connecting to upstream, client: 192.168.0.16, server: _, request: "GET /api/realtime/conversations HTTP/1.1", upstream: "http://127.0.0.1:8000/api/realtime/conversations", host: "192.168.0.25", referrer: "https://192.168.0.25/mobile-voice/9b0e42dc-686b-4d5e-b4d4-0b83691ae14c"
2025/11/29 07:29:56 [error] 112950#112950: *887 connect() failed (111: Connection refused) while connecting to upstream, client: 192.168.0.16, server: _, request: "GET /api/realtime/conversations HTTP/1.1", upstream: "http://127.0.0.1:8000/api/realtime/conversations", host: "192.168.0.25", referrer: "https://192.168.0.25/mobile-voice/9b0e42dc-686b-4d5e-b4d4-0b83691ae14c"
2025/11/29 07:30:06 [error] 112950#112950: *887 connect() failed (111: Connection refused) while connecting to upstream, client: 192.168.0.16, server: _, request: "GET /api/realtime/conversations HTTP/1.1", upstream: "http://127.0.0.1:8000/api/realtime/conversations", host: "192.168.0.25", referrer: "https://192.168.0.25/mobile-voice/9b0e42dc-686b-4d5e-b4d4-0b83691ae14c"
2025/11/29 07:30:16 [error] 112950#112950: *887 connect() failed (111: Connection refused) while connecting to upstream, client: 192.168.0.16, server: _, request: "GET /api/realtime/conversations HTTP/1.1", upstream: "http://127.0.0.1:8000/api/realtime/conversations", host: "192.168.0.25", referrer: "https://192.168.0.25/mobile-voice/9b0e42dc-686b-4d5e-b4d4-0b83691ae14c"
2025/11/29 07:30:26 [error] 112950#112950: *887 connect() failed (111: Connection refused) while connecting to upstream, client: 192.168.0.16, server: _, request: "GET /api/realtime/conversations HTTP/1.1", upstream: "http://127.0.0.1:8000/api/realtime/conversations", host: "192.168.0.25", referrer: "https://192.168.0.25/mobile-voice/9b0e42dc-686b-4d5e-b4d4-0b83691ae14c"
2025/11/29 07:30:36 [error] 112950#112950: *887 connect() failed (111: Connection refused) while connecting to upstream, client: 192.168.0.16, server: _, request: "GET /api/realtime/conversations HTTP/1.1", upstream: "http://127.0.0.1:8000/api/realtime/conversations", host: "192.168.0.25", referrer: "https://192.168.0.25/mobile-voice/9b0e42dc-686b-4d5e-b4d4-0b83691ae14c"
2025/11/29 07:30:46 [error] 112950#112950: *887 connect() failed (111: Connection refused) while connecting to upstream, client: 192.168.0.16, server: _, request: "GET /api/realtime/conversations HTTP/1.1", upstream: "http://127.0.0.1:8000/api/realtime/conversations", host: "192.168.0.25", referrer: "https://192.168.0.25/mobile-voice/9b0e42dc-686b-4d5e-b4d4-0b83691ae14c"
2025/11/29 07:30:56 [error] 112950#112950: *887 connect() failed (111: Connection refused) while connecting to upstream, client: 192.168.0.16, server: _, request: "GET /api/realtime/conversations HTTP/1.1", upstream: "http://127.0.0.1:8000/api/realtime/conversations", host: "192.168.0.25", referrer: "https://192.168.0.25/mobile-voice/9b0e42dc-686b-4d5e-b4d4-0b83691ae14c"
2025/11/29 07:31:06 [error] 112950#112950: *887 connect() failed (111: Connection refused) while connecting to upstream, client: 192.168.0.16, server: _, request: "GET /api/realtime/conversations HTTP/1.1", upstream: "http://127.0.0.1:8000/api/realtime/conversations", host: "192.168.0.25", referrer: "https://192.168.0.25/mobile-voice/9b0e42dc-686b-4d5e-b4d4-0b83691ae14c"
2025/11/29 07:31:16 [error] 112950#112950: *887 connect() failed (111: Connection refused) while connecting to upstream, client: 192.168.0.16, server: _, request: "GET /api/realtime/conversations HTTP/1.1", upstream: "http://127.0.0.1:8000/api/realtime/conversations", host: "192.168.0.25", referrer: "https://192.168.0.25/mobile-voice/9b0e42dc-686b-4d5e-b4d4-0b83691ae14c"
2025/11/29 07:31:26 [error] 112950#112950: *887 connect() failed (111: Connection refused) while connecting to upstream, client: 192.168.0.16, server: _, request: "GET /api/realtime/conversations HTTP/1.1", upstream: "http://127.0.0.1:8000/api/realtime/conversations", host: "192.168.0.25", referrer: "https://192.168.0.25/mobile-voice/9b0e42dc-686b-4d5e-b4d4-0b83691ae14c"
2025/11/29 07:31:36 [error] 112950#112950: *887 connect() failed (111: Connection refused) while connecting to upstream, client: 192.168.0.16, server: _, request: "GET /api/realtime/conversations HTTP/1.1", upstream: "http://127.0.0.1:8000/api/realtime/conversations", host: "192.168.0.25", referrer: "https://192.168.0.25/mobile-voice/9b0e42dc-686b-4d5e-b4d4-0b83691ae14c"
2025/11/29 07:31:46 [error] 112950#112950: *887 connect() failed (111: Connection refused) while connecting to upstream, client: 192.168.0.16, server: _, request: "GET /api/realtime/conversations HTTP/1.1", upstream: "http://127.0.0.1:8000/api/realtime/conversations", host: "192.168.0.25", referrer: "https://192.168.0.25/mobile-voice/9b0e42dc-686b-4d5e-b4d4-0b83691ae14c"
2025/11/29 07:31:56 [error] 112950#112950: *887 connect() failed (111: Connection refused) while connecting to upstream, client: 192.168.0.16, server: _, request: "GET /api/realtime/conversations HTTP/1.1", upstream: "http://127.0.0.1:8000/api/realtime/conversations", host: "192.168.0.25", referrer: "https://192.168.0.25/mobile-voice/9b0e42dc-686b-4d5e-b4d4-0b83691ae14c"
2025/11/29 07:32:06 [error] 112950#112950: *887 connect() failed (111: Connection refused) while connecting to upstream, client: 192.168.0.16, server: _, request: "GET /api/realtime/conversations HTTP/1.1", upstream: "http://127.0.0.1:8000/api/realtime/conversations", host: "192.168.0.25", referrer: "https://192.168.0.25/mobile-voice/9b0e42dc-686b-4d5e-b4d4-0b83691ae14c"
2025/11/29 07:32:16 [error] 112950#112950: *887 connect() failed (111: Connection refused) while connecting to upstream, client: 192.168.0.16, server: _, request: "GET /api/realtime/conversations HTTP/1.1", upstream: "http://127.0.0.1:8000/api/realtime/conversations", host: "192.168.0.25", referrer: "https://192.168.0.25/mobile-voice/9b0e42dc-686b-4d5e-b4d4-0b83691ae14c"
2025/11/29 07:32:26 [error] 112950#112950: *887 connect() failed (111: Connection refused) while connecting to upstream, client: 192.168.0.16, server: _, request: "GET /api/realtime/conversations HTTP/1.1", upstream: "http://127.0.0.1:8000/api/realtime/conversations", host: "192.168.0.25", referrer: "https://192.168.0.25/mobile-voice/9b0e42dc-686b-4d5e-b4d4-0b83691ae14c"
2025/11/29 07:32:36 [error] 112950#112950: *887 connect() failed (111: Connection refused) while connecting to upstream, client: 192.168.0.16, server: _, request: "GET /api/realtime/conversations HTTP/1.1", upstream: "http://127.0.0.1:8000/api/realtime/conversations", host: "192.168.0.25", referrer: "https://192.168.0.25/mobile-voice/9b0e42dc-686b-4d5e-b4d4-0b83691ae14c"
2025/11/29 07:32:46 [error] 112950#112950: *887 connect() failed (111: Connection refused) while connecting to upstream, client: 192.168.0.16, server: _, request: "GET /api/realtime/conversations HTTP/1.1", upstream: "http://127.0.0.1:8000/api/realtime/conversations", host: "192.168.0.25", referrer: "https://192.168.0.25/mobile-voice/9b0e42dc-686b-4d5e-b4d4-0b83691ae14c"
2025/11/29 07:32:56 [error] 112950#112950: *887 connect() failed (111: Connection refused) while connecting to upstream, client: 192.168.0.16, server: _, request: "GET /api/realtime/conversations HTTP/1.1", upstream: "http://127.0.0.1:8000/api/realtime/conversations", host: "192.168.0.25", referrer: "https://192.168.0.25/mobile-voice/9b0e42dc-686b-4d5e-b4d4-0b83691ae14c"
2025/11/29 07:33:06 [error] 112950#112950: *887 connect() failed (111: Connection refused) while connecting to upstream, client: 192.168.0.16, server: _, request: "GET /api/realtime/conversations HTTP/1.1", upstream: "http://127.0.0.1:8000/api/realtime/conversations", host: "192.168.0.25", referrer: "https://192.168.0.25/mobile-voice/9b0e42dc-686b-4d5e-b4d4-0b83691ae14c"
2025/11/29 07:33:16 [error] 112950#112950: *887 connect() failed (111: Connection refused) while connecting to upstream, client: 192.168.0.16, server: _, request: "GET /api/realtime/conversations HTTP/1.1", upstream: "http://127.0.0.1:8000/api/realtime/conversations", host: "192.168.0.25", referrer: "https://192.168.0.25/mobile-voice/9b0e42dc-686b-4d5e-b4d4-0b83691ae14c"
2025/11/29 07:33:26 [error] 112950#112950: *887 connect() failed (111: Connection refused) while connecting to upstream, client: 192.168.0.16, server: _, request: "GET /api/realtime/conversations HTTP/1.1", upstream: "http://127.0.0.1:8000/api/realtime/conversations", host: "192.168.0.25", referrer: "https://192.168.0.25/mobile-voice/9b0e42dc-686b-4d5e-b4d4-0b83691ae14c"
2025/11/29 07:33:36 [error] 112950#112950: *887 connect() failed (111: Connection refused) while connecting to upstream, client: 192.168.0.16, server: _, request: "GET /api/realtime/conversations HTTP/1.1", upstream: "http://127.0.0.1:8000/api/realtime/conversations", host: "192.168.0.25", referrer: "https://192.168.0.25/mobile-voice/9b0e42dc-686b-4d5e-b4d4-0b83691ae14c"
2025/11/29 07:33:46 [error] 112950#112950: *887 connect() failed (111: Connection refused) while connecting to upstream, client: 192.168.0.16, server: _, request: "GET /api/realtime/conversations HTTP/1.1", upstream: "http://127.0.0.1:8000/api/realtime/conversations", host: "192.168.0.25", referrer: "https://192.168.0.25/mobile-voice/9b0e42dc-686b-4d5e-b4d4-0b83691ae14c"
2025/11/29 07:33:56 [error] 112950#112950: *887 connect() failed (111: Connection refused) while connecting to upstream, client: 192.168.0.16, server: _, request: "GET /api/realtime/conversations HTTP/1.1", upstream: "http://127.0.0.1:8000/api/realtime/conversations", host: "192.168.0.25", referrer: "https://192.168.0.25/mobile-voice/9b0e42dc-686b-4d5e-b4d4-0b83691ae14c"
2025/11/29 07:34:06 [error] 112950#112950: *887 connect() failed (111: Connection refused) while connecting to upstream, client: 192.168.0.16, server: _, request: "GET /api/realtime/conversations HTTP/1.1", upstream: "http://127.0.0.1:8000/api/realtime/conversations", host: "192.168.0.25", referrer: "https://192.168.0.25/mobile-voice/9b0e42dc-686b-4d5e-b4d4-0b83691ae14c"
2025/11/29 07:34:16 [error] 112950#112950: *887 connect() failed (111: Connection refused) while connecting to upstream, client: 192.168.0.16, server: _, request: "GET /api/realtime/conversations HTTP/1.1", upstream: "http://127.0.0.1:8000/api/realtime/conversations", host: "192.168.0.25", referrer: "https://192.168.0.25/mobile-voice/9b0e42dc-686b-4d5e-b4d4-0b83691ae14c"
2025/11/29 07:34:26 [error] 112950#112950: *887 connect() failed (111: Connection refused) while connecting to upstream, client: 192.168.0.16, server: _, request: "GET /api/realtime/conversations HTTP/1.1", upstream: "http://127.0.0.1:8000/api/realtime/conversations", host: "192.168.0.25", referrer: "https://192.168.0.25/mobile-voice/9b0e42dc-686b-4d5e-b4d4-0b83691ae14c"
2025/11/29 07:34:36 [error] 112950#112950: *887 connect() failed (111: Connection refused) while connecting to upstream, client: 192.168.0.16, server: _, request: "GET /api/realtime/conversations HTTP/1.1", upstream: "http://127.0.0.1:8000/api/realtime/conversations", host: "192.168.0.25", referrer: "https://192.168.0.25/mobile-voice/9b0e42dc-686b-4d5e-b4d4-0b83691ae14c"
2025/11/29 07:34:46 [error] 112950#112950: *887 connect() failed (111: Connection refused) while connecting to upstream, client: 192.168.0.16, server: _, request: "GET /api/realtime/conversations HTTP/1.1", upstream: "http://127.0.0.1:8000/api/realtime/conversations", host: "192.168.0.25", referrer: "https://192.168.0.25/mobile-voice/9b0e42dc-686b-4d5e-b4d4-0b83691ae14c"
2025/11/29 07:34:56 [error] 112950#112950: *887 connect() failed (111: Connection refused) while connecting to upstream, client: 192.168.0.16, server: _, request: "GET /api/realtime/conversations HTTP/1.1", upstream: "http://127.0.0.1:8000/api/realtime/conversations", host: "192.168.0.25", referrer: "https://192.168.0.25/mobile-voice/9b0e42dc-686b-4d5e-b4d4-0b83691ae14c"
2025/11/29 07:35:06 [error] 112950#112950: *887 connect() failed (111: Connection refused) while connecting to upstream, client: 192.168.0.16, server: _, request: "GET /api/realtime/conversations HTTP/1.1", upstream: "http://127.0.0.1:8000/api/realtime/conversations", host: "192.168.0.25", referrer: "https://192.168.0.25/mobile-voice/9b0e42dc-686b-4d5e-b4d4-0b83691ae14c"
2025/11/29 07:35:16 [error] 112950#112950: *887 connect() failed (111: Connection refused) while connecting to upstream, client: 192.168.0.16, server: _, request: "GET /api/realtime/conversations HTTP/1.1", upstream: "http://127.0.0.1:8000/api/realtime/conversations", host: "192.168.0.25", referrer: "https://192.168.0.25/mobile-voice/9b0e42dc-686b-4d5e-b4d4-0b83691ae14c"
2025/11/29 07:35:26 [error] 112950#112950: *887 connect() failed (111: Connection refused) while connecting to upstream, client: 192.168.0.16, server: _, request: "GET /api/realtime/conversations HTTP/1.1", upstream: "http://127.0.0.1:8000/api/realtime/conversations", host: "192.168.0.25", referrer: "https://192.168.0.25/mobile-voice/9b0e42dc-686b-4d5e-b4d4-0b83691ae14c"
2025/11/29 07:35:36 [error] 112950#112950: *887 connect() failed (111: Connection refused) while connecting to upstream, client: 192.168.0.16, server: _, request: "GET /api/realtime/conversations HTTP/1.1", upstream: "http://127.0.0.1:8000/api/realtime/conversations", host: "192.168.0.25", referrer: "https://192.168.0.25/mobile-voice/9b0e42dc-686b-4d5e-b4d4-0b83691ae14c"
2025/11/29 07:35:46 [error] 112950#112950: *887 connect() failed (111: Connection refused) while connecting to upstream, client: 192.168.0.16, server: _, request: "GET /api/realtime/conversations HTTP/1.1", upstream: "http://127.0.0.1:8000/api/realtime/conversations", host: "192.168.0.25", referrer: "https://192.168.0.25/mobile-voice/9b0e42dc-686b-4d5e-b4d4-0b83691ae14c"
2025/11/29 07:35:56 [error] 112950#112950: *887 connect() failed (111: Connection refused) while connecting to upstream, client: 192.168.0.16, server: _, request: "GET /api/realtime/conversations HTTP/1.1", upstream: "http://127.0.0.1:8000/api/realtime/conversations", host: "192.168.0.25", referrer: "https://192.168.0.25/mobile-voice/9b0e42dc-686b-4d5e-b4d4-0b83691ae14c"
2025/11/29 07:36:06 [error] 112950#112950: *887 connect() failed (111: Connection refused) while connecting to upstream, client: 192.168.0.16, server: _, request: "GET /api/realtime/conversations HTTP/1.1", upstream: "http://127.0.0.1:8000/api/realtime/conversations", host: "192.168.0.25", referrer: "https://192.168.0.25/mobile-voice/9b0e42dc-686b-4d5e-b4d4-0b83691ae14c"
2025/11/29 07:36:16 [error] 112950#112950: *887 connect() failed (111: Connection refused) while connecting to upstream, client: 192.168.0.16, server: _, request: "GET /api/realtime/conversations HTTP/1.1", upstream: "http://127.0.0.1:8000/api/realtime/conversations", host: "192.168.0.25", referrer: "https://192.168.0.25/mobile-voice/9b0e42dc-686b-4d5e-b4d4-0b83691ae14c"
2025/11/29 07:36:26 [error] 112950#112950: *887 connect() failed (111: Connection refused) while connecting to upstream, client: 192.168.0.16, server: _, request: "GET /api/realtime/conversations HTTP/1.1", upstream: "http://127.0.0.1:8000/api/realtime/conversations", host: "192.168.0.25", referrer: "https://192.168.0.25/mobile-voice/9b0e42dc-686b-4d5e-b4d4-0b83691ae14c"
2025/11/29 07:36:36 [error] 112950#112950: *887 connect() failed (111: Connection refused) while connecting to upstream, client: 192.168.0.16, server: _, request: "GET /api/realtime/conversations HTTP/1.1", upstream: "http://127.0.0.1:8000/api/realtime/conversations", host: "192.168.0.25", referrer: "https://192.168.0.25/mobile-voice/9b0e42dc-686b-4d5e-b4d4-0b83691ae14c"
2025/11/29 07:36:46 [error] 112950#112950: *887 connect() failed (111: Connection refused) while connecting to upstream, client: 192.168.0.16, server: _, request: "GET /api/realtime/conversations HTTP/1.1", upstream: "http://127.0.0.1:8000/api/realtime/conversations", host: "192.168.0.25", referrer: "https://192.168.0.25/mobile-voice/9b0e42dc-686b-4d5e-b4d4-0b83691ae14c"
2025/11/29 07:36:57 [error] 112950#112950: *887 connect() failed (111: Connection refused) while connecting to upstream, client: 192.168.0.16, server: _, request: "GET /api/realtime/conversations HTTP/1.1", upstream: "http://127.0.0.1:8000/api/realtime/conversations", host: "192.168.0.25", referrer: "https://192.168.0.25/mobile-voice/9b0e42dc-686b-4d5e-b4d4-0b83691ae14c"
2025/11/29 07:37:06 [error] 112950#112950: *887 connect() failed (111: Connection refused) while connecting to upstream, client: 192.168.0.16, server: _, request: "GET /api/realtime/conversations HTTP/1.1", upstream: "http://127.0.0.1:8000/api/realtime/conversations", host: "192.168.0.25", referrer: "https://192.168.0.25/mobile-voice/9b0e42dc-686b-4d5e-b4d4-0b83691ae14c"
2025/11/29 07:37:16 [error] 112950#112950: *887 connect() failed (111: Connection refused) while connecting to upstream, client: 192.168.0.16, server: _, request: "GET /api/realtime/conversations HTTP/1.1", upstream: "http://127.0.0.1:8000/api/realtime/conversations", host: "192.168.0.25", referrer: "https://192.168.0.25/mobile-voice/9b0e42dc-686b-4d5e-b4d4-0b83691ae14c"
2025/11/29 07:37:26 [error] 112950#112950: *887 connect() failed (111: Connection refused) while connecting to upstream, client: 192.168.0.16, server: _, request: "GET /api/realtime/conversations HTTP/1.1", upstream: "http://127.0.0.1:8000/api/realtime/conversations", host: "192.168.0.25", referrer: "https://192.168.0.25/mobile-voice/9b0e42dc-686b-4d5e-b4d4-0b83691ae14c"
2025/11/29 07:37:37 [error] 112950#112950: *887 connect() failed (111: Connection refused) while connecting to upstream, client: 192.168.0.16, server: _, request: "GET /api/realtime/conversations HTTP/1.1", upstream: "http://127.0.0.1:8000/api/realtime/conversations", host: "192.168.0.25", referrer: "https://192.168.0.25/mobile-voice/9b0e42dc-686b-4d5e-b4d4-0b83691ae14c"
2025/11/29 07:37:46 [error] 112950#112950: *887 connect() failed (111: Connection refused) while connecting to upstream, client: 192.168.0.16, server: _, request: "GET /api/realtime/conversations HTTP/1.1", upstream: "http://127.0.0.1:8000/api/realtime/conversations", host: "192.168.0.25", referrer: "https://192.168.0.25/mobile-voice/9b0e42dc-686b-4d5e-b4d4-0b83691ae14c"
2025/11/29 07:37:56 [error] 112950#112950: *887 connect() failed (111: Connection refused) while connecting to upstream, client: 192.168.0.16, server: _, request: "GET /api/realtime/conversations HTTP/1.1", upstream: "http://127.0.0.1:8000/api/realtime/conversations", host: "192.168.0.25", referrer: "https://192.168.0.25/mobile-voice/9b0e42dc-686b-4d5e-b4d4-0b83691ae14c"
2025/11/29 07:38:07 [error] 112950#112950: *887 connect() failed (111: Connection refused) while connecting to upstream, client: 192.168.0.16, server: _, request: "GET /api/realtime/conversations HTTP/1.1", upstream: "http://127.0.0.1:8000/api/realtime/conversations", host: "192.168.0.25", referrer: "https://192.168.0.25/mobile-voice/9b0e42dc-686b-4d5e-b4d4-0b83691ae14c"
2025/11/29 07:38:16 [error] 112950#112950: *887 connect() failed (111: Connection refused) while connecting to upstream, client: 192.168.0.16, server: _, request: "GET /api/realtime/conversations HTTP/1.1", upstream: "http://127.0.0.1:8000/api/realtime/conversations", host: "192.168.0.25", referrer: "https://192.168.0.25/mobile-voice/9b0e42dc-686b-4d5e-b4d4-0b83691ae14c"
2025/11/29 07:38:26 [error] 112950#112950: *887 connect() failed (111: Connection refused) while connecting to upstream, client: 192.168.0.16, server: _, request: "GET /api/realtime/conversations HTTP/1.1", upstream: "http://127.0.0.1:8000/api/realtime/conversations", host: "192.168.0.25", referrer: "https://192.168.0.25/mobile-voice/9b0e42dc-686b-4d5e-b4d4-0b83691ae14c"
2025/11/29 07:38:36 [error] 112950#112950: *887 connect() failed (111: Connection refused) while connecting to upstream, client: 192.168.0.16, server: _, request: "GET /api/realtime/conversations HTTP/1.1", upstream: "http://127.0.0.1:8000/api/realtime/conversations", host: "192.168.0.25", referrer: "https://192.168.0.25/mobile-voice/9b0e42dc-686b-4d5e-b4d4-0b83691ae14c"
